premise,hypothesis,label,label_id
از دیدگاه نیکولو ماکیاولی میان زندگی اجتماعی و زندگی سیاسی فاصله ای نیست. همانطوری که بین امور خصوصی و امور عمومی مربوط به دولت اختلافی نیست. سیاست در اندیشه ماکیاول بازتاب امور اجتماعی نیست بلکه نهاد جداگانه در کنار سایر نهادهاست.,در اندیشه ماکیاولی سیاست نهادی جداگانه در کنار سایر نهادها است.,e,1
از دیدگاه نیکولو ماکیاولی میان زندگی اجتماعی و زندگی سیاسی فاصله ای نیست. همانطوری که بین امور خصوصی و امور عمومی مربوط به دولت اختلافی نیست. سیاست در اندیشه ماکیاول بازتاب امور اجتماعی نیست بلکه نهاد جداگانه در کنار سایر نهادهاست.,از نظر ماکیاولی سیاست ترکیبی با سایر نهادها است.,c,0
از دیدگاه نیکولو ماکیاولی میان زندگی اجتماعی و زندگی سیاسی فاصله ای نیست. همانطوری که بین امور خصوصی و امور عمومی مربوط به دولت اختلافی نیست. سیاست در اندیشه ماکیاول بازتاب امور اجتماعی نیست بلکه نهاد جداگانه در کنار سایر نهادهاست.,در اندیشه سیاسی ماکیاول مفهوم فضیلت بشر یک خصیصه ذاتی بود.,n,2
نبرد دریای آرمادا دو هفته به طول انجامید و طی آن ده‌ها کشتی اسپانیا با هزاران سرباز به کلی نابود شدند. باقی‌مانده‌ی کشتی‌های مذکور با دور زدن انگلستان سعی کردند به اسپانیا بازگردند اما این بار طوفان به آن‌ها مهلت نداد و با کوبیدن آن‌ها به صخره‌ها، بخش بزرگی از کشتی‌ها را غرق کرد,جنگ آرمادا بین کشورهای اسپانیا و انگلستان به وجود آمد.,e,1
نبرد دریای آرمادا دو هفته به طول انجامید و طی آن ده‌ها کشتی اسپانیا با هزاران سرباز به کلی نابود شدند. باقی‌مانده‌ی کشتی‌های مذکور با دور زدن انگلستان سعی کردند به اسپانیا بازگردند اما این بار طوفان به آن‌ها مهلت نداد و با کوبیدن آن‌ها به صخره‌ها، بخش بزرگی از کشتی‌ها را غرق کرد,بین کشورهای انگلستان و فرانسه نبرد آرمادا شکل گرفت.,c,0
نبرد دریای آرمادا دو هفته به طول انجامید و طی آن ده‌ها کشتی اسپانیا با هزاران سرباز به کلی نابود شدند. باقی‌مانده‌ی کشتی‌های مذکور با دور زدن انگلستان سعی کردند به اسپانیا بازگردند اما این بار طوفان به آن‌ها مهلت نداد و با کوبیدن آن‌ها به صخره‌ها، بخش بزرگی از کشتی‌ها را غرق کرد,در قرن چهاردهم اسپانیا کاملا از تسلط اعراب خارج شد.,n,2
این هیئت نیز مانند  برادران پیرنیا  با تکیه بر قوانین اساسی دو کشور بلژیک و فرانسه به رفع نواقص قانون قبلی پرداخت و در نتیجه قوانین سال  هزار و هشتصد و سی  فرانسه و سال  هزار و هشتصد و سی و یک بلژیک منبع اصلی قانون اساسی مشروطه شدند.,قانون اساسی مشروطه با اقتباس از قانون اساسی بلژیک و فرانسه تدوین شد.,e,1
این هیئت نیز مانند  برادران پیرنیا  با تکیه بر قوانین اساسی دو کشور بلژیک و فرانسه به رفع نواقص قانون قبلی پرداخت و در نتیجه قوانین سال  هزار و هشتصد و سی  فرانسه و سال  هزار و هشتصد و سی و یک بلژیک منبع اصلی قانون اساسی مشروطه شدند.,قانون اساسی مشروطه برگرفته از قانون اساسی انگلیس و روسیه است.,c,0
این هیئت نیز مانند  برادران پیرنیا  با تکیه بر قوانین اساسی دو کشور بلژیک و فرانسه به رفع نواقص قانون قبلی پرداخت و در نتیجه قوانین سال  هزار و هشتصد و سی  فرانسه و سال  هزار و هشتصد و سی و یک بلژیک منبع اصلی قانون اساسی مشروطه شدند.,ایده تدوین قانون اساسی توسط روح‌الله خمینی و یارانش در پاریس مطرح شد.,n,2
انواع قانون اساسی را به چندین روش می توان دسته بندی کرد: مدون و غیر مدون، نرم و سخت، متن واحد و متعدد، یکدست و مختلط، اعطایی و نیمه اعطایی و مردم سالار.,یکی از روش‌های دسته‌بندی انواع قانون اساسی، قانون اساسی مدون و غیر مدون است.,e,1
انواع قانون اساسی را به چندین روش می توان دسته بندی کرد: مدون و غیر مدون، نرم و سخت، متن واحد و متعدد، یکدست و مختلط، اعطایی و نیمه اعطایی و مردم سالار.,قانون اساسی سکولار و مذهبی یکی از روش‌های دسته‌بندی انواع قانون اساسی محسوب می‌شود.,c,0
انواع قانون اساسی را به چندین روش می توان دسته بندی کرد: مدون و غیر مدون، نرم و سخت، متن واحد و متعدد، یکدست و مختلط، اعطایی و نیمه اعطایی و مردم سالار.,در بیشتر کشورها نظیر ایران، قانون اساسی دارای متن واحد است.,n,2
ویژگی های قانون عبارتند از: کلی بودن، الزامی بودن، داشتن ضمانت اجرا، داشتن قلمرو,یکی از ویژگی های قانون، کلی بودن محسوب می شود.,e,1
ویژگی های قانون عبارتند از: کلی بودن، الزامی بودن، داشتن ضمانت اجرا، داشتن قلمرو,مبهم نبودن، یکی از ویژگی هایی است که هر قانون باید داشته باشد.,c,0
ویژگی های قانون عبارتند از: کلی بودن، الزامی بودن، داشتن ضمانت اجرا، داشتن قلمرو,کلی بودن قانون بدین معناست که همه افراد مخاطب قانون می‌باشند.,n,2
هیئت رئیسه مجلس شورای اسلامی به وسیله رأی مستقیم نمایندگان مجلس شورای اسلامی برای یک دوره یک ساله انتخاب می‌شود.,هیئت رئیسه مجلس شورای اسلامی برای یک سال انتخاب می شود.,e,1
هیئت رئیسه مجلس شورای اسلامی به وسیله رأی مستقیم نمایندگان مجلس شورای اسلامی برای یک دوره یک ساله انتخاب می‌شود.,هیئت رئیسه مجلس هر دو سال، از طریق رأی مشخص می‌شود.,c,0
هیئت رئیسه مجلس شورای اسلامی به وسیله رأی مستقیم نمایندگان مجلس شورای اسلامی برای یک دوره یک ساله انتخاب می‌شود.,تکرار اعضای هیئت رئیسه مجلس شورای اسلامی منع قانونی ندارد.,n,2
ماده  نه  اعلامیه جهانی حقوق بشر: هیچ‌کس نباید مورد توقیف، حبس یا تبعید خودسرانه قرار گیرد.,ماده نهم اعلامیه جهانی حقوق بشر بر ممنوعیت توقیف، حبس یا تبعید خودسرانه تأکید دارد.,e,1
ماده  نه  اعلامیه جهانی حقوق بشر: هیچ‌کس نباید مورد توقیف، حبس یا تبعید خودسرانه قرار گیرد.,ممنوعیت هتک حرمت در ماده  نه  اعلامیه جهانی حقوق بشر مطرح شده است.,c,0
ماده  نه  اعلامیه جهانی حقوق بشر: هیچ‌کس نباید مورد توقیف، حبس یا تبعید خودسرانه قرار گیرد.,کشورهای زیادی مفاد اعلامیه جهانی حقوق بشر را در قانون اساسی خود گنجانده‌اند.,n,2
برای تحقق قوه مجریه ریاستی، یک ‌شرایط اساسی لازم است. مثال بارز آن ایالات متحده آمریکاست که برجسته ‌ترین مثال قوه مجریه ریاستی در دنیاست.,روسیه برجسته ‌ترین قوه مجریه ریاستی را دارد.,c,0
برای تحقق قوه مجریه ریاستی، یک ‌شرایط اساسی لازم است. مثال بارز آن ایالات متحده آمریکاست که برجسته ‌ترین مثال قوه مجریه ریاستی در دنیاست.,رئیس‌جمهوری ‌ریاست قوه  مجریه ریاستی را برعهده دارد.,n,2
شهید نواب صفوی رهبری فدائیان اسلام اصول اندیشه و آراء، جهانبینی، طرح ها، برنامه ها و نظریات خود را در زمینه های سیاسی، اقتصادی، اجتماعی و فرهنگی در کتاب جامعه و حکومت اسلامی یا راهنمای حقایق که در سال  هزار و سیصد و سی و نه  منتشر شد ارائه داده است.,کتاب جامعه و حکومت اسلامی متعلق به جمعیت فدائیان اسلام از نواب صفوی است.,e,1
شهید نواب صفوی رهبری فدائیان اسلام اصول اندیشه و آراء، جهانبینی، طرح ها، برنامه ها و نظریات خود را در زمینه های سیاسی، اقتصادی، اجتماعی و فرهنگی در کتاب جامعه و حکومت اسلامی یا راهنمای حقایق که در سال  هزار و سیصد و سی و نه  منتشر شد ارائه داده است.,محمد کاظم موسوی رهبری فدائیان اسلام، کتاب جامعه و حکومت اسلامی را در سال  هزار و سیصد و سی و نه  تالیف کرده است.,c,0
شهید نواب صفوی رهبری فدائیان اسلام اصول اندیشه و آراء، جهانبینی، طرح ها، برنامه ها و نظریات خود را در زمینه های سیاسی، اقتصادی، اجتماعی و فرهنگی در کتاب جامعه و حکومت اسلامی یا راهنمای حقایق که در سال  هزار و سیصد و سی و نه  منتشر شد ارائه داده است.,نواب صفوی در طرح اندیشه حکومت اسلامی از کشف الاسرار امام خمینی بهره گرفته است.,n,2
اساس الفبای فارسی با الفبای عربی یکی است، اما الفبای فارسی دارای چهار حرف  پ ،  ژ ،  گ  و  چ  است که واج‌های متناظر آن‌ها در عربی استاندارد وجود ندارد.,حروف  پ ،  ژ ،  گ  و  چ  در زبان عربی وجود ندارند اما در زبان فارسی موجودند.,e,1
اساس الفبای فارسی با الفبای عربی یکی است، اما الفبای فارسی دارای چهار حرف  پ ،  ژ ،  گ  و  چ  است که واج‌های متناظر آن‌ها در عربی استاندارد وجود ندارد.,حروف  ب ،  ث ،  گ  و  چ  در زبان عربی وجود دارند اما در زبان فارسی موجود نیستند.,c,0
اساس الفبای فارسی با الفبای عربی یکی است، اما الفبای فارسی دارای چهار حرف  پ ،  ژ ،  گ  و  چ  است که واج‌های متناظر آن‌ها در عربی استاندارد وجود ندارد.,حرف  ی  در حالت پایانی در فارسی بدون نقطه است، اما در عربی  ی  نوشته می‌شود.,n,2
امام خمینی کتاب کشف اسرار را در پاسخ به کتاب اسرار هزارساله و در شش گفتار توحید، امامت، روحانی، حکومت، قانون و حدیث در شصت روز نوشت. روش امام در پاسخ به شبهات کتاب اسرار هزارساله حکمی‌زاده به صورت ریشه یابی و جریان شناسی است.,حضرت امام کتاب کشف الاسرار را در رد شبهات حکمی زاده نوشت.,e,1
امام خمینی کتاب کشف اسرار را در پاسخ به کتاب اسرار هزارساله و در شش گفتار توحید، امامت، روحانی، حکومت، قانون و حدیث در شصت روز نوشت. روش امام در پاسخ به شبهات کتاب اسرار هزارساله حکمی‌زاده به صورت ریشه یابی و جریان شناسی است.,کتاب اسرار هزار ساله امام خمینی در پاسخ به شبهات حکمی زاده نوشته شده است.,c,0
امام خمینی کتاب کشف اسرار را در پاسخ به کتاب اسرار هزارساله و در شش گفتار توحید، امامت، روحانی، حکومت، قانون و حدیث در شصت روز نوشت. روش امام در پاسخ به شبهات کتاب اسرار هزارساله حکمی‌زاده به صورت ریشه یابی و جریان شناسی است.,شیخ محمد خالصی زاده کتاب کشف الاستار بعد از کتاب کشف اسرار امام منتشر کرد.,n,2
زبان فارسی پس از عربی، زبان دوم اسلام است و امروزه هم گروندگان به اسلام در چین و دیگر نقاط آسیا فارسی را به‌عنوان زبان دوم متون اسلامی پس از عربی می‌آموزند.,زبان دوم اسلام، زبان فارسی است.,e,1
زبان فارسی پس از عربی، زبان دوم اسلام است و امروزه هم گروندگان به اسلام در چین و دیگر نقاط آسیا فارسی را به‌عنوان زبان دوم متون اسلامی پس از عربی می‌آموزند.,زبان اردو، زبان دوم اسلام می باشد.,c,0
زبان فارسی پس از عربی، زبان دوم اسلام است و امروزه هم گروندگان به اسلام در چین و دیگر نقاط آسیا فارسی را به‌عنوان زبان دوم متون اسلامی پس از عربی می‌آموزند.,فارسی یکی از غنی‌ترین زبان‌های جهان است.,n,2
در کشورهای دارای نظام پارلمانی (مانند آلمان، هندوستان و ایتالیا) قوه مجریه باید مسئول و پاسخگوی قوه مقننه باشد  چون همانگونه که قوه مقننه قوه مجریه را به وجود می‌آورد، حق انحلال آن را هم دارد.,در هندوستان، قوه مجریه در مقابل قوه مقننه پاسخگو است و قوه مقننه می تواند قوه مجریه را منحل کند.,e,1
در کشورهای دارای نظام پارلمانی (مانند آلمان، هندوستان و ایتالیا) قوه مجریه باید مسئول و پاسخگوی قوه مقننه باشد  چون همانگونه که قوه مقننه قوه مجریه را به وجود می‌آورد، حق انحلال آن را هم دارد.,ژاپن برعکس هندوستان نظام پارلمانی دارد و در آن قوه مجریه از قوه مقننه ناشی شده است.,c,0
در کشورهای دارای نظام پارلمانی (مانند آلمان، هندوستان و ایتالیا) قوه مجریه باید مسئول و پاسخگوی قوه مقننه باشد  چون همانگونه که قوه مقننه قوه مجریه را به وجود می‌آورد، حق انحلال آن را هم دارد.,در نظام پارلمانی، قوه مجریه حق مشارکت در قانونگذاری را دارد و می تواند به مجلس لایحه تقدیم نماید.,n,2
فارسی از حدود سال  هزار  میلادی تا  هزار و هشتصد ، زبان میانجی بخش بزرگی از غرب و جنوب آسیا بود. به عنوان نمونه پیش از استعمار هند به وسیله انگلیس، در زمان حکومت گورکانیان در هند، که ادامه دهنده پادشاهی تیموریان در هند بودند، فارسی، زبان رسمی این پادشاهی گسترده بود.,زبان رسمی کشور هند تا پیش از ورود استعمار انگلیس، فارسی بود.,e,1
فارسی از حدود سال  هزار  میلادی تا  هزار و هشتصد ، زبان میانجی بخش بزرگی از غرب و جنوب آسیا بود. به عنوان نمونه پیش از استعمار هند به وسیله انگلیس، در زمان حکومت گورکانیان در هند، که ادامه دهنده پادشاهی تیموریان در هند بودند، فارسی، زبان رسمی این پادشاهی گسترده بود.,عربی، زبان رسمی هندوستان تا پیش از ورود استعمار انگلیس بود.,c,0
فارسی از حدود سال  هزار  میلادی تا  هزار و هشتصد ، زبان میانجی بخش بزرگی از غرب و جنوب آسیا بود. به عنوان نمونه پیش از استعمار هند به وسیله انگلیس، در زمان حکومت گورکانیان در هند، که ادامه دهنده پادشاهی تیموریان در هند بودند، فارسی، زبان رسمی این پادشاهی گسترده بود.,زبان رسمی کنونی پاکستان،  اسلامی‌شده  زبان هندی می باشد.,n,2
حزب توده به عنوان وارث سوسیال دموکراسی عهد مشروطه و حزب کمونیست ایران (دهه  هزار و نهصد و بیست ) در  ده  مهر  هزار و سیصد و بیست  در تهران تأسیس شد. فعالیت حزب توده ایران پس از انقلاب بر پایه استراتژی ایفای نقش  اپوزیسیون وفادار و قانونی  جمهوری اسلامی قرار داشت.,فعالیت حزب توده پس از پیروزی انقلاب اسلامی ایران بر پایه استراتژی اپوزیسیون قانونی پی ریزی شد.,e,1
حزب توده به عنوان وارث سوسیال دموکراسی عهد مشروطه و حزب کمونیست ایران (دهه  هزار و نهصد و بیست ) در  ده  مهر  هزار و سیصد و بیست  در تهران تأسیس شد. فعالیت حزب توده ایران پس از انقلاب بر پایه استراتژی ایفای نقش  اپوزیسیون وفادار و قانونی  جمهوری اسلامی قرار داشت.,حزب توده فعالیت خود را پس از پیروزی انقلاب اسلامی ایران، بر پایه ایفای نقش اپوزیسیون غیرقانونی بنا کرد.,c,0
حزب توده به عنوان وارث سوسیال دموکراسی عهد مشروطه و حزب کمونیست ایران (دهه  هزار و نهصد و بیست ) در  ده  مهر  هزار و سیصد و بیست  در تهران تأسیس شد. فعالیت حزب توده ایران پس از انقلاب بر پایه استراتژی ایفای نقش  اپوزیسیون وفادار و قانونی  جمهوری اسلامی قرار داشت.,حزب توده در سال‌های  هزار و سیصد و سی و دو   هزار و سیصد و پنجاه و هفت  به عنوان یک نیروی سیاسی علنی و قانونی در ایران حضور نداشت.,n,2
زبان فارسی، در درازای تاریخ و در پهنه‌های گوناگون جغرافیایی، نام‌های گوناگونی داشته و دارد. این زبان به‌صورت رسمی در ایران به نام  پارسی  و  فارسی ، در افغانستان به نام دری، در تاجیکستان به نام تاجیکی، و در ازبکستان به نام  فارسی  مشهور است.,زبان فارسی در افغانستان، فارسی دری نام دارد.,e,1
زبان فارسی، در درازای تاریخ و در پهنه‌های گوناگون جغرافیایی، نام‌های گوناگونی داشته و دارد. این زبان به‌صورت رسمی در ایران به نام  پارسی  و  فارسی ، در افغانستان به نام دری، در تاجیکستان به نام تاجیکی، و در ازبکستان به نام  فارسی  مشهور است.,نام زبان فارسی رایج در افغانستان، تاجیکی است.,c,0
زبان فارسی، در درازای تاریخ و در پهنه‌های گوناگون جغرافیایی، نام‌های گوناگونی داشته و دارد. این زبان به‌صورت رسمی در ایران به نام  پارسی  و  فارسی ، در افغانستان به نام دری، در تاجیکستان به نام تاجیکی، و در ازبکستان به نام  فارسی  مشهور است., زبان فارسی در بحرین  عجمی  نام دارد.,n,2
با‌ طرح‌ نظریة‌  پایان تاریخ  فرانسیس فوکویاما، متفکر ژاپنی‌الاصل آمریکایی، بار دیگر مباحث مربوط به فلسفة سیاسی تاریخ‌ زنده شد  وی مدعی گردید لیبرال‌دموکراسی مکتب و نظام سیاسی پایان تاریخ است. فوکویاما‌، بر بنیاد نظریة هگل‌ و با‌ توجه به تفسیر الکساندر کوژو، لیبرال‌دموکراسی را نقطة پایان تکامل ایدئولوژیک بشر، آخرین شکل حکومت بشری و پایان تاریخ معرفی کرد.,نظریه پایان تاریخ، نقطه پایان تکامل ایدئولوژیک بشر را ایدئولوژی لیبرال دموکراسی می داند.,e,1
با‌ طرح‌ نظریة‌  پایان تاریخ  فرانسیس فوکویاما، متفکر ژاپنی‌الاصل آمریکایی، بار دیگر مباحث مربوط به فلسفة سیاسی تاریخ‌ زنده شد  وی مدعی گردید لیبرال‌دموکراسی مکتب و نظام سیاسی پایان تاریخ است. فوکویاما‌، بر بنیاد نظریة هگل‌ و با‌ توجه به تفسیر الکساندر کوژو، لیبرال‌دموکراسی را نقطة پایان تکامل ایدئولوژیک بشر، آخرین شکل حکومت بشری و پایان تاریخ معرفی کرد.,نظریه پایان تاریخ بیان می کند، ایدئولوژی بشر تا جایی تکامل می‌یابد که به ایدئولوژی سوسیال دموکراسی برسد.,c,0
با‌ طرح‌ نظریة‌  پایان تاریخ  فرانسیس فوکویاما، متفکر ژاپنی‌الاصل آمریکایی، بار دیگر مباحث مربوط به فلسفة سیاسی تاریخ‌ زنده شد  وی مدعی گردید لیبرال‌دموکراسی مکتب و نظام سیاسی پایان تاریخ است. فوکویاما‌، بر بنیاد نظریة هگل‌ و با‌ توجه به تفسیر الکساندر کوژو، لیبرال‌دموکراسی را نقطة پایان تکامل ایدئولوژیک بشر، آخرین شکل حکومت بشری و پایان تاریخ معرفی کرد.,نظریه‌های تکامل‌گرایی، فلسفة سیاسی و اجتماعی غرب، یعنی نظریة پایان تاریخ فوکویاما را بررسی و نقد می‌کند.,n,2
خط نسخ، خطی است ابداع شده در اوایل قرن سوم هجری قمری به‌دست ابن مقله شیرازی که در ابتدا خطی هم‌پایه خط کوفی بود.,خط نسخ توسط ابن مقله شیرازی ابداع شد.,e,1
خط نسخ، خطی است ابداع شده در اوایل قرن سوم هجری قمری به‌دست ابن مقله شیرازی که در ابتدا خطی هم‌پایه خط کوفی بود.,ابوعلی مسکویه، خط نسخ را ساخته است.,c,0
خط نسخ، خطی است ابداع شده در اوایل قرن سوم هجری قمری به‌دست ابن مقله شیرازی که در ابتدا خطی هم‌پایه خط کوفی بود.,نسخ به معنی نسخه برداری یا کپی شده است.,n,2
اساسی‌ترین ضعف محتوایی قانون اساسی مشروطیت این بود که مسئله‌ی حق حاکمیت‌ ملی در اصل  بیست و شش  متمم قانون اساسی، با حقوق سلطنت که در اصول  سی و پنج  تا  پنجاه و پنج  متمم قانون اساسی ذکر شده بود، منافات داشت.,مسئله حق حاکمیت ملی در اصل  بیست و شش  متمم قانون اساسی مشروطه با حقوق سلطنت منافات داشت.,e,1
اساسی‌ترین ضعف محتوایی قانون اساسی مشروطیت این بود که مسئله‌ی حق حاکمیت‌ ملی در اصل  بیست و شش  متمم قانون اساسی، با حقوق سلطنت که در اصول  سی و پنج  تا  پنجاه و پنج  متمم قانون اساسی ذکر شده بود، منافات داشت.,تناقض مسئله حق حاکمیت ملی در اصل  بیست و شش  متمم قانون اساسی با آزادی، بزرگترین ضعف محتوایی قانون اساسی مشروطیت بود.,c,0
اساسی‌ترین ضعف محتوایی قانون اساسی مشروطیت این بود که مسئله‌ی حق حاکمیت‌ ملی در اصل  بیست و شش  متمم قانون اساسی، با حقوق سلطنت که در اصول  سی و پنج  تا  پنجاه و پنج  متمم قانون اساسی ذکر شده بود، منافات داشت.,در متمم قانون اساسی مشروطیت، هیچ ترتیب منطقی میان فصول و اصول وجود نداشت.,n,2
خط و زبان آرامی در دولت هخامنشی تبدیل به زبان دیوانی شد و دبیران آرامی‌نژاد و آرامی‌زبان در دستگاه‌های دیوانی ایالت‌های مختلف سرزمین هخامنشی به خدمت مشغول شدند و زبان و خط آرامی با عنوان  آرامی رسمی  یا  آرامی امپراطوری  پا به پای زبان فارسی باستان و خط میخی که تنها در کتیبه‌های هخامنشی به کار می‌رفت، در ارسال مراسلات به کار گرفته شد.,خط آرامی در زمان حکومت هخامنشی، زبان دیوانی کشور شد.,e,1
خط و زبان آرامی در دولت هخامنشی تبدیل به زبان دیوانی شد و دبیران آرامی‌نژاد و آرامی‌زبان در دستگاه‌های دیوانی ایالت‌های مختلف سرزمین هخامنشی به خدمت مشغول شدند و زبان و خط آرامی با عنوان  آرامی رسمی  یا  آرامی امپراطوری  پا به پای زبان فارسی باستان و خط میخی که تنها در کتیبه‌های هخامنشی به کار می‌رفت، در ارسال مراسلات به کار گرفته شد.,در زمان حکومت اشکانی، خط آرامی زبان دیوانی کشور شد.,c,0
خط و زبان آرامی در دولت هخامنشی تبدیل به زبان دیوانی شد و دبیران آرامی‌نژاد و آرامی‌زبان در دستگاه‌های دیوانی ایالت‌های مختلف سرزمین هخامنشی به خدمت مشغول شدند و زبان و خط آرامی با عنوان  آرامی رسمی  یا  آرامی امپراطوری  پا به پای زبان فارسی باستان و خط میخی که تنها در کتیبه‌های هخامنشی به کار می‌رفت، در ارسال مراسلات به کار گرفته شد.,زبان‌های سریانی یکی از زبان‌های گروه شرقی زبان آرامی است.,n,2
در زمان خلفا و پس از آن در زمان بنی امیه، قرآن را بخط کوفی می‌نوشتند و مشهورترین قرآن‌نویس بنی امیه، مردی بود به نام قطبه که بسیار خوش‌خط بود. او خط کوفی را با چهار قلم می‌نگاشت.,معروف ترین کسی که در زمان بنی امیه قرآن را مکتوب می کرد، قطبه نام داشت.,e,1
در زمان خلفا و پس از آن در زمان بنی امیه، قرآن را بخط کوفی می‌نوشتند و مشهورترین قرآن‌نویس بنی امیه، مردی بود به نام قطبه که بسیار خوش‌خط بود. او خط کوفی را با چهار قلم می‌نگاشت.,حرب بن امیه، مشهور ترین کسی بود که در زمان بنی امیه قرآن را مکتوب می کرد.,c,0
در زمان خلفا و پس از آن در زمان بنی امیه، قرآن را بخط کوفی می‌نوشتند و مشهورترین قرآن‌نویس بنی امیه، مردی بود به نام قطبه که بسیار خوش‌خط بود. او خط کوفی را با چهار قلم می‌نگاشت.,خطاط دیگری به نام ضحاک بن عجلان نیز چند قلم بر چهار خط قطبه افزود.,n,2
خط سریانی و نبطی بعد از فتوحات اسلام نیز میان اعراب باقی ماند. خط کوفی در کوفه و حیره سریانی و خط نسخ از خط نبطی اقتباس شده‌اند.,مبدا پیدایش خط نسخ، خط نبطی است.,e,1
خط سریانی و نبطی بعد از فتوحات اسلام نیز میان اعراب باقی ماند. خط کوفی در کوفه و حیره سریانی و خط نسخ از خط نبطی اقتباس شده‌اند.,خط فارسی، منشا پیدایش خط نسخ می باشد.,c,0
خط سریانی و نبطی بعد از فتوحات اسلام نیز میان اعراب باقی ماند. خط کوفی در کوفه و حیره سریانی و خط نسخ از خط نبطی اقتباس شده‌اند.,خط عربی از خط آرامی به وجود آمده‌است.,n,2
برای نوشتن خطوط میخی نیاز به لوحه‌های گلی نرمی بود که با قلم چوبی برآن می‌نگاشتند و سپس لوحه را می‌پختند. ,خط میخی روی لوح گلی نوشته می شد.,e,1
برای نوشتن خطوط میخی نیاز به لوحه‌های گلی نرمی بود که با قلم چوبی برآن می‌نگاشتند و سپس لوحه را می‌پختند. ,نگارش خط میخی روی پاپیروس بود.,c,0
برای نوشتن خطوط میخی نیاز به لوحه‌های گلی نرمی بود که با قلم چوبی برآن می‌نگاشتند و سپس لوحه را می‌پختند. ,سومریان مبدع خط میخی می‌باشند.,n,2
اکثر صاحبنظران خط و زبان‌های باستانی بر این باورند که منشأ پیدایش خط میخی از بین‌النهرین و سرزمین سومر بوده‌است و کهن‌ترین اقوامی که در بین‌النهرین خط میخی را بکار برده‌اند، سومریان هستند.,مبدا پیدایش خط میخی سرزمین سومر می باشد.,e,1
اکثر صاحبنظران خط و زبان‌های باستانی بر این باورند که منشأ پیدایش خط میخی از بین‌النهرین و سرزمین سومر بوده‌است و کهن‌ترین اقوامی که در بین‌النهرین خط میخی را بکار برده‌اند، سومریان هستند.,سرزمین های اروپایی، مبدا پیدایش خط میخی است.,c,0
اکثر صاحبنظران خط و زبان‌های باستانی بر این باورند که منشأ پیدایش خط میخی از بین‌النهرین و سرزمین سومر بوده‌است و کهن‌ترین اقوامی که در بین‌النهرین خط میخی را بکار برده‌اند، سومریان هستند.,با ابداع خط میخی دوره‌ ی آغاز خط‌نویسی آغاز شد.,n,2
الفبای فنیقی به نوعی شبه قاره هند را نیز درنوردید. دانشمندان، خط برهمایی هند را از فرزندان همین خط می‌دانند که زبان سنسکریت و دیگر زبان‌های هندی با آن نوشته می‌شود.,مبدا خط برهمایی خط فنیقی است.,e,1
الفبای فنیقی به نوعی شبه قاره هند را نیز درنوردید. دانشمندان، خط برهمایی هند را از فرزندان همین خط می‌دانند که زبان سنسکریت و دیگر زبان‌های هندی با آن نوشته می‌شود.,خط یونانی، مبدا خط برهمایی می باشد.,c,0
الفبای فنیقی به نوعی شبه قاره هند را نیز درنوردید. دانشمندان، خط برهمایی هند را از فرزندان همین خط می‌دانند که زبان سنسکریت و دیگر زبان‌های هندی با آن نوشته می‌شود.,قوم آرامی، الفبای فنیقی را در مصر بسط داد. ,n,2
کشور سوئیس دارای مجلس فدرال (پارلمان) دومجلسی است که از شورای ملی و شورای دولت‌ها تشکیل شده است.,مجلس فدرال سوئیس از دو مجلس شورای ملی و شورای دولت ها تشکیل شده است.,e,1
کشور سوئیس دارای مجلس فدرال (پارلمان) دومجلسی است که از شورای ملی و شورای دولت‌ها تشکیل شده است.,ژاپن بر خلاف سوئیس، کشوری است که مجلس فدرال آن شامل شورای دولت‌ها و شورای ملی می‌شود.,c,0
کشور سوئیس دارای مجلس فدرال (پارلمان) دومجلسی است که از شورای ملی و شورای دولت‌ها تشکیل شده است.,در سوئیس شورای دولت‌ها  چهل و شش  نماینده و شورای ملی  دویست  نماینده دارد.,n,2
از طریق قوم آرامی، الفبای فنیقی در مصر و عرب و میان‌رودان تا هند بسط یافت و همچنین به غرب (اروپای امروز) که هنوز دارای خط و کتابت نبود راه یافت. این کار از طریق یونان انجام گرفت که با فنیقی‌ها ارتباط بازرگانی داشتند. الفبای یونانی و رومی از الفبای فنیقی پدید آمده‌است و از آنجا که الفبای سایر کشورهای اروپایی مشتق از این دو الفباء می‌باشد، می‌توان گفت که مبدأ خطوط ملل اروپایی، فنیقی است.,منشا الفبای یونانی الفبای فنیقی است.,e,1
از طریق قوم آرامی، الفبای فنیقی در مصر و عرب و میان‌رودان تا هند بسط یافت و همچنین به غرب (اروپای امروز) که هنوز دارای خط و کتابت نبود راه یافت. این کار از طریق یونان انجام گرفت که با فنیقی‌ها ارتباط بازرگانی داشتند. الفبای یونانی و رومی از الفبای فنیقی پدید آمده‌است و از آنجا که الفبای سایر کشورهای اروپایی مشتق از این دو الفباء می‌باشد، می‌توان گفت که مبدأ خطوط ملل اروپایی، فنیقی است.,الفبای چینی، منشا الفبای یونانی می باشد.,c,0
